marka,seri,model,baslik,yil,km,fiyat,il_ilce,image_path
Toyota,Corolla,1.5 Dream Multidrive S,Toyota Corolla 1.5 Dream Multidrive S,2023,14429,1355000,Kayseri,data/processed_images/car_20250130_130044_page_33_idx_1.jpg
Toyota,Yaris Cross,1.5 Dream X-Pack Multidrive S,Toyota Yaris Cross 1.5 Dream X-pack Multidrive S,2023,17171,1349500,İstanbul,data/processed_images/car_20250130_130044_page_33_idx_2.jpg
Toyota,Corolla,1.5 Dream Multidrive S,Toyota Corolla 1.5 Dream Multidrive S,2023,12714,1294500,İstanbul,data/processed_images/car_20250130_130044_page_33_idx_3.jpg
Toyota,Corolla,1.5 Dream Multidrive S,Toyota Corolla 1.5 Dream Multidrive S,2023,17795,1292500,İstanbul,data/processed_images/car_20250130_130044_page_33_idx_4.jpg
Toyota,Corolla,1.5 Dream Multidrive S,Toyota Corolla 1.5 Dream Multidrive S,2023,19749,1289500,İstanbul,data/processed_images/car_20250130_130044_page_33_idx_5.jpg
Suzuki,Vitara,1.4 Hibrit Gl Elegance 2Wd Dc,Suzuki Vitara 1.4 Hibrit Gl Elegance 2wd Dc,2023,35250,1359900,İstanbul,data/processed_images/car_20250130_130044_page_33_idx_6.jpg
Suzuki,Vitara,1.4 Hibrit Gl Elegance 2Wd Dc,Suzuki Vitara 1.4 Hibrit Gl Elegance 2wd Dc,2023,41250,1349900,İstanbul,data/processed_images/car_20250130_130044_page_33_idx_7.jpg
Skoda,Kodiaq,2.0 Tsi 245Ps Dsg 4X4 Rs,Skoda Kodiaq 2.0 Tsi 245ps Dsg 4x4 Rs,2023,42000,3725000,Aydın,data/processed_images/car_20250130_130044_page_33_idx_8.jpg
Skoda,Kodiaq,1.5 Tsi 150Ps Act Dsg Sportline,Skoda Kodiaq 1.5 Tsi 150ps Act Dsg Sportline,2023,6100,2699750,İstanbul,data/processed_images/car_20250130_130044_page_33_idx_9.jpg
Skoda,Superb,1.5 Tsi Act 150 Ps Dsg L&K Crystal,Skoda Superb 1.5 Tsi Act 150 Ps Dsg L&k Crystal,2023,23880,2289000,İstanbul,data/processed_images/car_20250130_130044_page_33_idx_10.jpg
Skoda,Kodiaq,1.5 Tsi 150Ps Act Dsg Prestige,Skoda Kodiaq 1.5 Tsi 150ps Act Dsg Prestige,2023,46235,2266000,İstanbul,data/processed_images/car_20250130_130044_page_33_idx_11.jpg
Skoda,Kodiaq,1.5 Tsi 150Ps Act Dsg Premium,Skoda Kodiaq 1.5 Tsi 150ps Act Dsg Premium,2023,11882,2195000,İstanbul,data/processed_images/car_20250130_130046_page_34_idx_0.jpg
Skoda,Karoq,1.5 Tsi 150 Ps Act Dsg Sportline,Skoda Karoq 1.5 Tsi 150 Ps Act Dsg Sportline,2023,13495,2120000,Kocaeli,data/processed_images/car_20250130_130046_page_34_idx_1.jpg
Skoda,Superb,Combi 1.5 Tsi Act 150Ps Dsg Sportline,Skoda Superb Combi 1.5 Tsi Act 150ps Dsg Sportline,2023,6874,2115000,İstanbul,data/processed_images/car_20250130_130046_page_34_idx_2.jpg
Skoda,Superb,1.5 Tsi 150 Ps Dsg Act Prestige,Skoda Superb 1.5 Tsi 150 Ps Dsg Act Prestige,2023,45397,2099500,Çanakkale,data/processed_images/car_20250130_130046_page_34_idx_3.jpg
Skoda,Superb,1.5 Tsi 150 Ps Dsg Act Prestige,Skoda Superb 1.5 Tsi 150 Ps Dsg Act Prestige,2023,29991,2098750,İstanbul,data/processed_images/car_20250130_130046_page_34_idx_4.jpg
Skoda,Superb,1.5 Tsi 150 Ps Dsg Act Prestige,Skoda Superb 1.5 Tsi 150 Ps Dsg Act Prestige,2023,57651,2079000,İstanbul,data/processed_images/car_20250130_130046_page_34_idx_5.jpg
Skoda,Karoq,1.5 Tsi 150 Ps Act Dsg Sportline,Skoda Karoq 1.5 Tsi 150 Ps Act Dsg Sportline,2023,18730,2075000,Kocaeli,data/processed_images/car_20250130_130046_page_34_idx_6.jpg
Skoda,Octavia,1.5 Tsi Act E-Tec 150 Ps Dsg Sportline,Skoda Octavia 1.5 Tsi Act E-tec 150 Ps Dsg Sportline,2023,9866,1998500,Kocaeli,data/processed_images/car_20250130_130046_page_34_idx_7.jpg
Skoda,Karoq,1.5 Tsi 150 Ps Act Dsg Prestige,Skoda Karoq 1.5 Tsi 150 Ps Act Dsg Prestige,2023,18480,1995000,İstanbul,data/processed_images/car_20250130_130046_page_34_idx_8.jpg
Skoda,Karoq,1.5 Tsi 150 Ps Act Dsg Prestige,Skoda Karoq 1.5 Tsi 150 Ps Act Dsg Prestige,2023,14277,1959500,İstanbul,data/processed_images/car_20250130_130046_page_34_idx_9.jpg
Skoda,Superb,1.5 Tsi 150 Ps Dsg Act Prestige,Skoda Superb 1.5 Tsi 150 Ps Dsg Act Prestige,2023,90227,1949000,İstanbul,data/processed_images/car_20250130_130046_page_34_idx_10.jpg
Skoda,Superb,1.5 Tsi 150 Ps Dsg Act Prestige,Skoda Superb 1.5 Tsi 150 Ps Dsg Act Prestige,2023,37445,1945000,İstanbul,data/processed_images/car_20250130_130046_page_34_idx_11.jpg
Skoda,Kamiq,1.5 Tsi 150 Ps Dsg Premium,Skoda Kamiq 1.5 Tsi 150 Ps Dsg Premium,2023,34235,1375000,İstanbul,data/processed_images/car_20250130_130048_page_36_idx_0.jpg
Skoda,Octavia,1.0 Tsi E-Tec 110 Ps Dsg Elite,Skoda Octavia 1.0 Tsi E-tec 110 Ps Dsg Elite,2023,67753,1360000,İstanbul,data/processed_images/car_20250130_130048_page_36_idx_1.jpg
Skoda,Kamiq,1.0 Tsi 110 Ps Dsg Elite,Skoda Kamiq 1.0 Tsi 110 Ps Dsg Elite,2023,11173,1340000,İstanbul,data/processed_images/car_20250130_130048_page_36_idx_2.jpg
Skoda,Kamiq,1.0 Tsi 110 Ps Dsg Elite,Skoda Kamiq 1.0 Tsi 110 Ps Dsg Elite,2023,14366,1319750,İstanbul,data/processed_images/car_20250130_130048_page_36_idx_3.jpg
Skoda,Kamiq,1.0 Tsi 110 Ps Dsg Elite,Skoda Kamiq 1.0 Tsi 110 Ps Dsg Elite,2023,15099,1319500,İzmir,data/processed_images/car_20250130_130048_page_36_idx_4.jpg
Skoda,Kamiq,1.0 Tsi 110 Ps Dsg Elite,Skoda Kamiq 1.0 Tsi 110 Ps Dsg Elite,2023,15853,1319500,Çanakkale,data/processed_images/car_20250130_130048_page_36_idx_5.jpg
Skoda,Scala,1.0 Tsi 110 Ps Dsg Premium,Skoda Scala 1.0 Tsi 110 Ps Dsg Premium,2023,26868,1315000,İstanbul,data/processed_images/car_20250130_130048_page_36_idx_6.jpg
Skoda,Kamiq,1.0 Tsi 110 Ps Dsg Premium,Skoda Kamiq 1.0 Tsi 110 Ps Dsg Premium,2023,64680,1305000,Ankara,data/processed_images/car_20250130_130048_page_36_idx_7.jpg
Skoda,Scala,1.0 Tsi 110 Ps Dsg Elite,Skoda Scala 1.0 Tsi 110 Ps Dsg Elite,2023,26667,1260000,İstanbul,data/processed_images/car_20250130_130048_page_36_idx_8.jpg
Skoda,Scala,1.0 Tsi 110 Ps Dsg Premium,Skoda Scala 1.0 Tsi 110 Ps Dsg Premium,2023,22521,1253500,İstanbul,data/processed_images/car_20250130_130048_page_36_idx_9.jpg
Skoda,Scala,1.0 Tsi 110 Ps Dsg Elite,Skoda Scala 1.0 Tsi 110 Ps Dsg Elite,2023,12858,1250000,Kayseri,data/processed_images/car_20250130_130048_page_36_idx_10.jpg
Skoda,Scala,1.0 Tsi 110 Ps Dsg Elite,Skoda Scala 1.0 Tsi 110 Ps Dsg Elite,2023,12628,1250000,İstanbul,data/processed_images/car_20250130_130048_page_36_idx_11.jpg
Skoda,Superb,1.5 Tsi 150 Ps Dsg Act Prestige,Skoda Superb 1.5 Tsi 150 Ps Dsg Act Prestige,2023,29320,1910000,İstanbul,data/processed_images/car_20250130_130051_page_35_idx_0.jpg
Skoda,Karoq,1.5 Tsi 150 Ps Act Dsg Prestige,Skoda Karoq 1.5 Tsi 150 Ps Act Dsg Prestige,2023,26837,1900000,Hatay,data/processed_images/car_20250130_130051_page_35_idx_1.jpg
Skoda,Superb,1.5 Tsi 150 Ps Dsg Act Prestige,Skoda Superb 1.5 Tsi 150 Ps Dsg Act Prestige,2023,34706,1890000,İstanbul,data/processed_images/car_20250130_130051_page_35_idx_2.jpg
